"AccSpeciesName","AccSpeciesID","Genus","SpeciesEpithet","Family","PlantGrowthForm","LeafType","LeafPhenology","PhotosyntheticPathway","param_count_before","param_count_after","PFT","spec.name","scientificName","taxonomicStatus","New.accepted","scientificNameAuthorship","genus","family","taxonID"
"Manilkara sansibarensis",35394,"Manilkara","sansibarensis","Sapotaceae","tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Manilkara sansibarensis","Manilkara sansibarensis","Accepted",FALSE,"(Engl.) Dubard","Manilkara","Sapotaceae","wfo-0000235963"
"Manilkara sulcata",35399,"Manilkara","sulcata","Sapotaceae","tree","broadleaved","evergreen",NA,1,3,"BET-Tr","Manilkara sulcata","Manilkara sulcata","Accepted",FALSE,"Dubard","Manilkara","Sapotaceae","wfo-0000235978"
"Mansonia altissima",35426,"Mansonia","altissima","Sterculiaceae","tree","broadleaved","evergreen",NA,1,3,"BET-Tr","Mansonia altissima","Mansonia altissima","Accepted",FALSE,"(A.Chev.) A.Chev.","Mansonia","Malvaceae","wfo-0000450928"
"Maranthes glabra",35458,"Maranthes","glabra","Chrysobalanaceae","tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Maranthes glabra","Maranthes glabra","Accepted",FALSE,"(Oliv.) Prance","Maranthes","Chrysobalanaceae","wfo-0000816522"
"Mareya micrantha",35489,"Mareya","micrantha","Euphorbiaceae","shrub/tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Mareya micrantha","Mareya micrantha","Accepted",FALSE,"Müll.Arg.","Mareya","Euphorbiaceae","wfo-0000236291"
"Markhamia lutea",35527,"Markhamia","lutea","Bignoniaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Markhamia lutea","Markhamia lutea","Accepted",FALSE,"(Benth.) K.Schum.","Markhamia","Bignoniaceae","wfo-0000779039"
"Marquesia macroura",35546,"Marquesia","macroura","Dipterocarpaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Marquesia macroura","Marquesia macroura","Accepted",FALSE,"Gilg","Marquesia","Dipterocarpaceae","wfo-0000377185"
"Medusandra richardsiana",35870,"Medusandra","richardsiana","Medusandraceae","tree","broadleaved","evergreen",NA,1,3,"BET-Tr","Medusandra richardsiana","Medusandra richardsiana","Accepted",FALSE,"Brenan","Medusandra","Peridiscaceae","wfo-0001078701"
"Melanophylla crenata",36017,"Melanophylla","crenata","Melanophyllaceae","tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Melanophylla crenata","Melanophylla crenata","Accepted",FALSE,"Baker","Melanophylla","Torricelliaceae","wfo-0000627262"
"Milicia regia",36748,"Milicia","regia","Moraceae","tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Milicia regia","Milicia regia","Accepted",FALSE,"(A.Chev.) C.C.Berg","Milicia","Moraceae","wfo-0000447907"
"Millettia dura",36767,"Millettia","dura","Fabaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Millettia dura","Millettia dura","Accepted",FALSE,"Dunn","Millettia","Fabaceae","wfo-0000199876"
"Millettia ferruginea",36768,"Millettia","ferruginea","Fabaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Millettia ferruginea","Millettia ferruginea","Accepted",FALSE,"(Hochst.) Hochst. ex Baker","Millettia","Fabaceae","wfo-0000199980"
"Mimusops obovata",36886,"Mimusops","obovata","Sapotaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Mimusops obovata","Mimusops obovata","Accepted",FALSE,"Sond.","Mimusops","Sapotaceae","wfo-0000244673"
"Mimusops obtusifolia",36887,"Mimusops","obtusifolia","Sapotaceae","shrub/tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Mimusops obtusifolia","Mimusops obtusifolia","Accepted",FALSE,"Lam.","Mimusops","Sapotaceae","wfo-0000244674"
"Mimusops zeyheri",36895,"Mimusops","zeyheri","Sapotaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Mimusops zeyheri","Mimusops zeyheri","Accepted",FALSE,"Sond.","Mimusops","Sapotaceae","wfo-0000244755"
"Monanthotaxis caffra",37097,"Monanthotaxis","caffra","Annonaceae","tree","broadleaved","evergreen","C3",2,4,"BET-Tr","Monanthotaxis caffra","Monanthotaxis afra","Accepted",FALSE,"(Sond.) Verdc.","Monanthotaxis","Annonaceae","wfo-0001065914"
"Monanthotaxis fornicata",37098,"Monanthotaxis","fornicata","Annonaceae","tree","broadleaved","evergreen",NA,1,3,"BET-Tr","Monanthotaxis fornicata","Monanthotaxis fornicata","Accepted",FALSE,"(Baill.) Verdc.","Monanthotaxis","Annonaceae","wfo-0001066262"
"Monanthotaxis parvifolia",69732,"Monanthotaxis","parvifolia","Annonaceae","tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Monanthotaxis parvifolia","Monanthotaxis parvifolia","Accepted",FALSE,"(Oliv.) Verdc.","Monanthotaxis","Annonaceae","wfo-0000373050"
"Monodora grandidieri",37134,"Monodora","grandidieri","Annonaceae","shrub/tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Monodora grandidieri","Monodora grandidieri","Accepted",FALSE,"Baill.","Monodora","Annonaceae","wfo-0001066286"
"Monodora myristica",37136,"Monodora","myristica","Annonaceae","tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Monodora myristica","Monodora myristica","Accepted",FALSE,"(Gaertn.) Dunal","Monodora","Annonaceae","wfo-0000373016"
"Monotes africana",37161,"Monotes","africana","Dipterocarpaceae","tree","broadleaved","evergreen",NA,3,3,"BET-Tr","Monotes africana","Monotes africana","Accepted",FALSE,"A.DC.","Monotes","Dipterocarpaceae","wfo-0000377166"
"Monotes glaber",37169,"Monotes","glaber","Dipterocarpaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Monotes glaber","Monotes glaber","Accepted",FALSE,"Sprague","Monotes","Dipterocarpaceae","wfo-0000376942"
"Morinda lucida",37272,"Morinda","lucida","Rubiaceae","shrub/tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Morinda lucida","Morinda lucida","Accepted",FALSE,"Benth.","Morinda","Rubiaceae","wfo-0000246015"
"Musanga cecropioides",37450,"Musanga","cecropioides","Cecropiaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Musanga cecropioides","Musanga cecropioides","Accepted",FALSE,"R.Br. ex Tedlie","Musanga","Urticaceae","wfo-0000374733"
"Myrianthus arboreus",37573,"Myrianthus","arboreus","Cecropiaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Myrianthus arboreus","Myrianthus arboreus","Accepted",FALSE,"P.Beauv.","Myrianthus","Urticaceae","wfo-0000374730"
"Mystroxylon aethiopicum",37712,"Mystroxylon","aethiopicum","Celastraceae","shrub/tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Mystroxylon aethiopicum","Mystroxylon aethiopicum","Accepted",FALSE,"(Thunb.) Loes.","Mystroxylon","Celastraceae","wfo-0000376745"
"Napoleonaea imperialis",37738,"Napoleonaea","imperialis","Lecythidaceae","tree","broadleaved","evergreen",NA,1,3,"BET-Tr","Napoleonaea imperialis","Napoleonaea imperialis","Accepted",FALSE,"P.Beauv.","Napoleonaea","Lecythidaceae","wfo-0000774632"
"Nauclea diderrichii",37772,"Nauclea","diderrichii","Rubiaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Nauclea diderrichii","Nauclea diderrichii","Accepted",FALSE,"(De Wild.) Merr.","Nauclea","Rubiaceae","wfo-0000249515"
"Nauclea latifolia",37775,"Nauclea","latifolia","Rubiaceae","tree","broadleaved","evergreen",NA,1,3,"BET-Tr","Nauclea latifolia","Nauclea latifolia","Accepted",FALSE,"Sm.","Nauclea","Rubiaceae","wfo-0000249572"
"Neoboutonia macrocalyx",37934,"Neoboutonia","macrocalyx","Euphorbiaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Neoboutonia macrocalyx","Neoboutonia macrocalyx","Accepted",FALSE,"Pax","Neoboutonia","Euphorbiaceae","wfo-0000249996"
"Nesogordonia holtzii",38141,"Nesogordonia","holtzii","Sterculiaceae","tree","broadleaved","evergreen",NA,1,3,"BET-Tr","Nesogordonia holtzii","Nesogordonia holtzii","Accepted",FALSE,"(Engl.) Capuron ex L.C.Barnett & Dorr","Nesogordonia","Malvaceae","wfo-0001141136"
"Newbouldia laevis",38173,"Newbouldia","laevis","Bignoniaceae","tree","broadleaved","evergreen","C3",2,4,"BET-Tr","Newbouldia laevis","Newbouldia laevis","Accepted",FALSE,"(P.Beauv.) Seem. ex Bureau","Newbouldia","Bignoniaceae","wfo-0001214884"
"Newtonia hildebrandtii",38178,"Newtonia","hildebrandtii","Fabaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Newtonia hildebrandtii","Newtonia hildebrandtii","Accepted",FALSE,"(Vatke) Torre","Newtonia","Fabaceae","wfo-0000167873"
"Nuxia capitata",38367,"Nuxia","capitata","Buddlejaceae","tree","broadleaved","evergreen",NA,1,3,"BET-Tr","Nuxia capitata","Nuxia capitata","Accepted",FALSE,"Baker","Nuxia","Stilbaceae","wfo-0000797416"
"Nuxia congesta",38368,"Nuxia","congesta","Buddlejaceae","shrub/tree","broadleaved","evergreen",NA,3,3,"BET-Tr","Nuxia congesta","Nuxia congesta","Accepted",FALSE,"R.Br. ex Fresen.","Nuxia","Stilbaceae","wfo-0000797418"
"Ochna arborea",38426,"Ochna","arborea","Ochnaceae","shrub/tree","broadleaved","evergreen",NA,3,3,"BET-Tr","Ochna arborea","Ochna arborea","Accepted",FALSE,"Burch. ex DC.","Ochna","Ochnaceae","wfo-0001087122"
"Ochna holstii",38436,"Ochna","holstii","Ochnaceae","shrub/tree","broadleaved","evergreen",NA,3,3,"BET-Tr","Ochna holstii","Ochna holstii","Accepted",FALSE,"Engl.","Ochna","Ochnaceae","wfo-0000389162"
"Ochna inermis",38437,"Ochna","inermis","Ochnaceae","shrub/tree","broadleaved","evergreen",NA,3,3,"BET-Tr","Ochna inermis","Ochna inermis","Accepted",FALSE,"(Forssk.) Schweinf.","Ochna","Ochnaceae","wfo-0001087131"
"Ochna mossambicensis",38445,"Ochna","mossambicensis","Ochnaceae","shrub/tree","broadleaved","evergreen",NA,3,3,"BET-Tr","Ochna mossambicensis","Ochna atropurpurea","Accepted",TRUE,"DC.","Ochna","Ochnaceae","wfo-0001087128"
"Ochna natalitia",38447,"Ochna","natalitia","Ochnaceae","shrub/tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Ochna natalitia","Ochna natalitia","Accepted",FALSE,"Walp.","Ochna","Ochnaceae","wfo-0001087132"
"Ochna pulchra",38452,"Ochna","pulchra","Ochnaceae","shrub/tree","broadleaved","evergreen",NA,3,3,"BET-Tr","Ochna pulchra","Ochna pulchra","Accepted",FALSE,"Hook.","Ochna","Ochnaceae","wfo-0000390098"
"Ochna schweinfurthiana",38456,"Ochna","schweinfurthiana","Ochnaceae","shrub/tree","broadleaved","evergreen",NA,3,3,"BET-Tr","Ochna schweinfurthiana","Ochna schweinfurthiana","Accepted",FALSE,"F.Hoffm.","Ochna","Ochnaceae","wfo-0000390032"
"Ochroma pyramidale",38471,"Ochroma","pyramidale","Bombacaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Ochroma pyramidale","Ochroma pyramidale","Accepted",FALSE,"(Cav. ex Lam.) Urb.","Ochroma","Malvaceae","wfo-0000390582"
"Ocotea auriculiformis",38505,"Ocotea","auriculiformis","Lauraceae","tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Ocotea auriculiformis","Ocotea auriculiformis","Accepted",FALSE,"Kosterm.","Ocotea","Lauraceae","wfo-0001070956"
"Ocotea bullata",38514,"Ocotea","bullata","Lauraceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Ocotea bullata","Ocotea bullata","Accepted",FALSE,"(Burch.) Baill.","Ocotea","Lauraceae","wfo-0001071454"
"Ocotea gabonensis",38547,"Ocotea","gabonensis","Lauraceae","tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Ocotea gabonensis","Ocotea gabonensis","Accepted",FALSE,"Fouilloy","Ocotea","Lauraceae","wfo-0000382791"
"Ocotea racemosa",38592,"Ocotea","racemosa","Lauraceae","tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Ocotea racemosa","Ocotea racemosa","Accepted",FALSE,"(Danguy) Kosterm.","Ocotea","Lauraceae","wfo-0001070829"
"Ocotea usambarensis",38620,"Ocotea","usambarensis","Lauraceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Ocotea usambarensis","Kuloa usambarensis","Accepted",TRUE,"(Engl.) Trofimov & Rohwer","Kuloa","Lauraceae","wfo-1000023353"
"Octoknema borealis",38624,"Octoknema","borealis","Olacaceae","tree","broadleaved","evergreen",NA,1,3,"BET-Tr","Octoknema borealis","Octoknema borealis","Accepted",FALSE,"Hutch. & Dalziel","Octoknema","Olacaceae","wfo-0000390250"
"Olea capensis",38819,"Olea","capensis","Oleaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Olea capensis","Olea capensis","Accepted",FALSE,"L.","Olea","Oleaceae","wfo-0000817299"
"Olea europaea",38823,"Olea","europaea","Oleaceae","shrub/tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Olea europaea","Olea europaea","Accepted",FALSE,"L.","Olea","Oleaceae","wfo-0000817273"
"Olea exasperata",64689,"Olea","exasperata","Oleaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Olea exasperata","Olea exasperata","Accepted",FALSE,"Jacq.","Olea","Oleaceae","wfo-0000817272"
"Olea woodiana",38837,"Olea","woodiana","Oleaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Olea woodiana","Olea woodiana","Accepted",FALSE,"Knobl.","Olea","Oleaceae","wfo-0000817232"
"Olinia rochetiana",38904,"Olinia","rochetiana","Oliniaceae","shrub/tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Olinia rochetiana","Olinia rochetiana","Accepted",FALSE,"A.Juss.","Olinia","Penaeaceae","wfo-0000389231"
"Olinia ventosa",38907,"Olinia","ventosa","Oliniaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Olinia ventosa","Olinia ventosa","Accepted",FALSE,"(L.) Cufod.","Olinia","Penaeaceae","wfo-0001087406"
"Omphalocarpum elatum",38931,"Omphalocarpum","elatum","Sapotaceae","tree","broadleaved","evergreen",NA,1,3,"BET-Tr","Omphalocarpum elatum","Omphalocarpum elatum","Accepted",FALSE,"Miers","Omphalocarpum","Sapotaceae","wfo-0000255599"
"Oncinotis tenuiloba",38945,"Oncinotis","tenuiloba","Apocynaceae","shrub/tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Oncinotis tenuiloba","Oncinotis tenuiloba","Accepted",FALSE,"Stapf","Oncinotis","Apocynaceae","wfo-0000256761"
"Oncoba routledgei",38946,"Oncoba","routledgei","Flacourtiaceae","tree","broadleaved","evergreen",NA,1,3,"BET-Tr","Oncoba routledgei","Oncoba routledgei","Accepted",FALSE,"Sprague","Oncoba","Salicaceae","wfo-0001063058"
"Oncostemum botryoides",38954,"Oncostemum","botryoides","Myrsinaceae","shrub/tree","broadleaved","evergreen",NA,3,3,"BET-Tr","Oncostemum botryoides","Oncostemum botryoides","Accepted",FALSE,"Baker","Oncostemum","Primulaceae","wfo-0001085399"
"Ongokea gore",38959,"Ongokea","gore","Olacaceae","tree","broadleaved","evergreen",NA,1,3,"BET-Tr","Ongokea gore","Ongokea gore","Accepted",FALSE,"(Hua) Pierre","Ongokea","Olacaceae","wfo-0000389510"
"Ophiobotrys zenkeri",39036,"Ophiobotrys","zenkeri","Flacourtiaceae","tree","broadleaved","evergreen",NA,1,3,"BET-Tr","Ophiobotrys zenkeri","Ophiobotrys zenkeri","Accepted",FALSE,"Gilg","Ophiobotrys","Salicaceae","wfo-0001063082"
"Opilia campestris",39077,"Opilia","campestris","Opiliaceae","shrub/tree","broadleaved","evergreen",NA,3,3,"BET-Tr","Opilia campestris","Opilia campestris","Accepted",FALSE,"Engl.","Opilia","Opiliaceae","wfo-0000387265"
"Oxystigma oxyphyllum",39643,"Oxystigma","oxyphyllum","Fabaceae","tree","broadleaved","evergreen","C3",2,4,"BET-Tr","Oxystigma oxyphyllum","Prioria oxyphylla","Accepted",TRUE,"(Harms) Breteler","Prioria","Fabaceae","wfo-0001252475"
"Ozoroa engleri",39693,"Ozoroa","engleri","Anacardiaceae","shrub/tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Ozoroa engleri","Ozoroa engleri","Accepted",FALSE,"R.Fern. & A.Fern.","Ozoroa","Anacardiaceae","wfo-0001050271"
"Ozoroa paniculosa",39703,"Ozoroa","paniculosa","Anacardiaceae","shrub/tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Ozoroa paniculosa","Ozoroa paniculosa","Accepted",FALSE,"(Sond.) R.Fern. & A.Fern.","Ozoroa","Anacardiaceae","wfo-0000385506"
"Pancovia golungensis",39898,"Pancovia","golungensis","Sapindaceae","shrub/tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Pancovia golungensis","Pancovia golungensis","Accepted",FALSE,"(Hiern) Exell & Mendonça","Pancovia","Sapindaceae","wfo-0000471325"
"Pancovia turbinata",39902,"Pancovia","turbinata","Sapindaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Pancovia turbinata","Pancovia turbinata","Accepted",FALSE,"Radlk.","Pancovia","Sapindaceae","wfo-0001236572"
"Panda oleosa",39905,"Panda","oleosa","Pandaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Panda oleosa","Panda oleosa","Accepted",FALSE,"Pierre","Panda","Pandaceae","wfo-0000263757"
"Pappea capensis",40212,"Pappea","capensis","Sapindaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Pappea capensis","Pappea capensis","Accepted",FALSE,"Eckl. & Zeyh.","Pappea","Sapindaceae","wfo-0000471143"
"Paramacrolobium coeruleum",40237,"Paramacrolobium","coeruleum","Fabaceae","tree","broadleaved","evergreen","C3",2,4,"BET-Tr","Paramacrolobium coeruleum","Paramacrolobium coeruleum","Accepted",FALSE,"(Taub.) J.Léonard","Paramacrolobium","Fabaceae","wfo-0001057771"
"Paraserianthes lophantha",40265,"Paraserianthes","lophantha","Fabaceae","tree","broadleaved","evergreen","C3",2,4,"BET-Tr","Paraserianthes lophantha","Paraserianthes lophantha","Accepted",FALSE,"(Vent.) I.C.Nielsen","Paraserianthes","Fabaceae","wfo-0000184205"
"Parinari curatellifolia",40316,"Parinari","curatellifolia","Chrysobalanaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Parinari curatellifolia","Parinari curatellifolia","Accepted",FALSE,"Planch. ex Benth.","Parinari","Chrysobalanaceae","wfo-0000817683"
"Parinari excelsa",40317,"Parinari","excelsa","Chrysobalanaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Parinari excelsa","Parinari excelsa","Accepted",FALSE,"Sabine","Parinari","Chrysobalanaceae","wfo-0000817744"
"Pausinystalia pynaertii",61592,"Pausinystalia","pynaertii","Rubiaceae","tree","broadleaved","evergreen",NA,1,3,"BET-Tr","Pausinystalia pynaertii","Corynanthe","Accepted",TRUE,"Welw.","Corynanthe","Rubiaceae","wfo-4000009399"
"Pentaclethra macrophylla",40950,"Pentaclethra","macrophylla","Fabaceae","tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Pentaclethra macrophylla","Pentaclethra macrophylla","Accepted",FALSE,"Benth.","Pentaclethra","Fabaceae","wfo-0000178053"
"Pentadesma grandifolia",40954,"Pentadesma","grandifolia","Clusiaceae","tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Pentadesma grandifolia","Pentadesma grandifolia","Accepted",FALSE,"Baker f.","Pentadesma","Clusiaceae","wfo-0000395239"
"Persea americana",41140,"Persea","americana","Lauraceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Persea americana","Persea americana","Accepted",FALSE,"Mill.","Persea","Lauraceae","wfo-0000465160"
"Petersianthus macrocarpus",41272,"Petersianthus","macrocarpus","Lecythidaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Petersianthus macrocarpus","Petersianthus macrocarpus","Accepted",FALSE,"(P.Beauv.) Liben","Petersianthus","Lecythidaceae","wfo-0000774672"
"Phyllanthus reticulatus",41765,"Phyllanthus","reticulatus","Euphorbiaceae","shrub/tree","broadleaved","evergreen",NA,3,3,"BET-Tr","Phyllanthus reticulatus","Phyllanthus reticulatus","Accepted",FALSE,"Poir.","Phyllanthus","Phyllanthaceae","wfo-0000271947"
"Piptadeniastrum africanum",42300,"Piptadeniastrum","africanum","Fabaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Piptadeniastrum africanum","Piptadeniastrum africanum","Accepted",FALSE,"(Hook.f.) Brenan","Piptadeniastrum","Fabaceae","wfo-0000168772"
"Pittosporum undulatum",42441,"Pittosporum","undulatum","Pittosporaceae","shrub/tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Pittosporum undulatum","Pittosporum undulatum","Accepted",FALSE,"Vent.","Pittosporum","Pittosporaceae","wfo-0000487950"
"Platylophus trifoliatus",42626,"Platylophus","trifoliatus","Cunoniaceae","tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Platylophus trifoliatus","Platylophus trifoliatus","Accepted",FALSE,"(L.f.) D.Don","Platylophus","Cunoniaceae","wfo-0001301475"
"Pleiocarpa pycnantha",42689,"Pleiocarpa","pycnantha","Apocynaceae","shrub/tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Pleiocarpa pycnantha","Pleiocarpa pycnantha","Accepted",FALSE,"Stapf","Pleiocarpa","Apocynaceae","wfo-0000276286"
"Pleurostylia africana",42742,"Pleurostylia","africana","Celastraceae","shrub/tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Pleurostylia africana","Pleurostylia africana","Accepted",FALSE,"Loes.","Pleurostylia","Celastraceae","wfo-0000394863"
"Podocarpus elongatus",42916,"Podocarpus","elongatus","Podocarpaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Podocarpus elongatus","Podocarpus elongatus","Accepted",FALSE,"(Aiton) L'Hér. ex Pers.","Podocarpus","Podocarpaceae","wfo-0000485148"
"Podocarpus latifolius",42934,"Podocarpus","latifolius","Podocarpaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Podocarpus latifolius","Podocarpus latifolius","Accepted",FALSE,"(Thunb.) R.Br. ex Mirb.","Podocarpus","Podocarpaceae","wfo-0000485622"
"Poga oleosa",42994,"Poga","oleosa","Anisophylleaceae","tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Poga oleosa","Poga oleosa","Accepted",FALSE,"Pierre","Poga","Anisophylleaceae","wfo-0001131588"
"Polyscias albersiana",43332,"Polyscias","albersiana","Araliaceae","tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Polyscias albersiana","Polyscias albersiana","Accepted",FALSE,"Harms","Polyscias","Araliaceae","wfo-0000279990"
"Polyscias fulva",43337,"Polyscias","fulva","Araliaceae","tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Polyscias fulva","Polyscias fulva","Accepted",FALSE,"(Hiern) Harms","Polyscias","Araliaceae","wfo-0000280060"
"Portulacaria afra",43583,"Portulacaria","afra","Portulacaceae","shrub/tree","broadleaved","evergreen","C3/CAM",4,4,"BET-Tr","Portulacaria afra","Portulacaria afra","Accepted",FALSE,"Jacq.","Portulacaria","Didiereaceae","wfo-0000799101"
"Poulsenia armata",43751,"Poulsenia","armata","Moraceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Poulsenia armata","Poulsenia armata","Accepted",FALSE,"(Miq.) Standl.","Poulsenia","Moraceae","wfo-0000474038"
"Pouteria adolfi-friedericii",43778,"Pouteria","adolfi-friedericii","Sapotaceae","tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Pouteria adolfi-friedericii","Pouteria adolfi-friedericii","Accepted",FALSE,"(Engl.) A.Meeuse","Pouteria","Sapotaceae","wfo-0000281508"
"Pouteria alnifolia",43779,"Pouteria","alnifolia","Sapotaceae","tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Pouteria alnifolia","Pouteria alnifolia","Accepted",FALSE,"(Baker) Roberty","Pouteria","Sapotaceae","wfo-0000281520"
"Pouteria altissima",43780,"Pouteria","altissima","Sapotaceae","tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Pouteria altissima","Pouteria altissima","Accepted",FALSE,"(A.Chev.) Baehni","Pouteria","Sapotaceae","wfo-0000281522"
"Pouteria sapota",43916,"Pouteria","sapota","Sapotaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Pouteria sapota","Pouteria sapota","Accepted",FALSE,"(Jacq.) H.E.Moore & Stearn","Pouteria","Sapotaceae","wfo-0000282077"
"Premna maxima",44002,"Premna","maxima","Verbenaceae","tree","broadleaved","evergreen","C3",2,4,"BET-Tr","Premna maxima","Premna maxima","Accepted",FALSE,"T.C.E.Fr.","Premna","Lamiaceae","wfo-0000282720"
"Prioria oxyphylla",44092,"Prioria","oxyphylla","Fabaceae","tree","broadleaved","evergreen","C3",2,4,"BET-Tr","Prioria oxyphylla","Prioria oxyphylla","Accepted",FALSE,"(Harms) Breteler","Prioria","Fabaceae","wfo-0001252475"
"Prosopis juliflora",44134,"Prosopis","juliflora","Fabaceae","shrub/tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Prosopis juliflora","Neltuma juliflora","Accepted",TRUE,"(Sw.) Raf.","Neltuma","Fabaceae","wfo-0000184288"
"Protomegabaria stapfiana",44267,"Protomegabaria","stapfiana","Euphorbiaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Protomegabaria stapfiana","Protomegabaria stapfiana","Accepted",FALSE,"(Beille) Hutch.","Protomegabaria","Phyllanthaceae","wfo-0000283637"
"Prunus africana",44292,"Prunus","africana","Rosaceae","shrub/tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Prunus africana","Prunus africana","Accepted",FALSE,"(Hook.f.) Kalkman","Prunus","Rosaceae","wfo-0000995790"
"Psychotria capensis",44664,"Psychotria","capensis","Rubiaceae","shrub/tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Psychotria capensis","Psychotria capensis","Accepted",FALSE,"(Eckl.) Vatke","Psychotria","Rubiaceae","wfo-0000285252"
"Psydrax parviflora",44773,"Psydrax","parviflora","Rubiaceae","tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Psydrax parviflora","Psydrax parviflorus","Accepted",FALSE,"(Afzel.) Bridson","Psydrax","Rubiaceae","wfo-0000288194"
"Ptaeroxylon obliquum",44783,"Ptaeroxylon","obliquum","Ptaeroxylaceae","shrub/tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Ptaeroxylon obliquum","Ptaeroxylon obliquum","Accepted",FALSE,"(Thunb.) Radlk.","Ptaeroxylon","Rutaceae","wfo-0000471663"
"Pterocarpus santalinoides",44857,"Pterocarpus","santalinoides","Fabaceae","tree","broadleaved","evergreen","C3",2,4,"BET-Tr","Pterocarpus santalinoides","Pterocarpus santalinoides","Accepted",FALSE,"L'Hér. ex DC.","Pterocarpus","Fabaceae","wfo-0000172847"
"Pterocarpus soyauxii",44859,"Pterocarpus","soyauxii","Fabaceae","tree","broadleaved","evergreen","C3",2,4,"BET-Tr","Pterocarpus soyauxii","Pterocarpus soyauxii","Accepted",FALSE,"Taub.","Pterocarpus","Fabaceae","wfo-0000172858"
"Pterocelastrus tricuspidatus",44873,"Pterocelastrus","tricuspidatus","Celastraceae","shrub/tree","broadleaved","evergreen",NA,3,3,"BET-Tr","Pterocelastrus tricuspidatus","Pterocelastrus tricuspidatus","Accepted",FALSE,"(Lam.) Walp.","Pterocelastrus","Celastraceae","wfo-0001292633"
